Time       moves_acc moves_gen     G(r)_1     S(Q)_1     Bragg   Tail_fine  Curvature
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01
034300.623     3417673    31760284  0.512E-03  0.522E-03  0.290E-01  0.126E+06  0.144E+01
035300.634     3426704    31868513  0.504E-03  0.519E-03  0.290E-01  0.942E+05  0.134E+01
040300.640     3435849    31978329  0.504E-03  0.514E-03  0.290E-01  0.905E+05  0.126E+01
041300.638     3444748    32087207  0.499E-03  0.511E-03  0.290E-01  0.733E+05  0.132E+01
042300.646     3453694    32197135  0.498E-03  0.507E-03  0.290E-01  0.955E+05  0.144E+01
043300.638     3462914    32307664  0.499E-03  0.503E-03  0.290E-01  0.132E+06  0.150E+01
044300.638     3471895    32416658  0.499E-03  0.498E-03  0.290E-01  0.987E+05  0.130E+01
045300.647     3480880    32526424  0.495E-03  0.493E-03  0.290E-01  0.944E+05  0.129E+01
050300.652     3489832    32635612  0.493E-03  0.489E-03  0.290E-01  0.879E+05  0.129E+01
051300.647     3498609    32744540  0.485E-03  0.486E-03  0.290E-01  0.905E+05  0.145E+01
052300.642     3507668    32853872  0.488E-03  0.481E-03  0.290E-01  0.901E+05  0.120E+01
053300.645     3516631    32964064  0.486E-03  0.477E-03  0.290E-01  0.633E+05  0.139E+01
054300.614     3525844    33075590  0.481E-03  0.473E-03  0.290E-01  0.106E+06  0.157E+01
055300.652     3535368    33189655  0.482E-03  0.468E-03  0.290E-01  0.101E+06  0.146E+01
060300.637     3544583    33301671  0.480E-03  0.464E-03  0.290E-01  0.812E+05  0.139E+01
061300.622     3553405    33409231  0.479E-03  0.459E-03  0.290E-01  0.858E+05  0.131E+01
062300.655     3562222    33518087  0.475E-03  0.456E-03  0.290E-01  0.863E+05  0.155E+01
063300.662     3571112    33627494  0.473E-03  0.453E-03  0.290E-01  0.113E+06  0.131E+01
064300.618     3579855    33736635  0.471E-03  0.450E-03  0.290E-01  0.709E+05  0.158E+01
065300.642     3588793    33845700  0.469E-03  0.447E-03  0.290E-01  0.934E+05  0.135E+01
070300.749     3597786    33955077  0.463E-03  0.430E-03  0.290E-01  0.731E+05  0.123E+01
071300.616     3606741    34064500  0.468E-03  0.439E-03  0.290E-01  0.725E+05  0.135E+01
072300.639     3615649    34173929  0.462E-03  0.436E-03  0.290E-01  0.947E+05  0.131E+01
073300.631     3624424    34282596  0.458E-03  0.434E-03  0.290E-01  0.101E+06  0.128E+01
074300.648     3633261    34392232  0.457E-03  0.430E-03  0.290E-01  0.843E+05  0.131E+01
075300.628     3642070    34500110  0.454E-03  0.427E-03  0.290E-01  0.878E+05  0.142E+01
080300.649     3650823    34609131  0.453E-03  0.424E-03  0.290E-01  0.104E+06  0.149E+01
081300.632     3659582    34717625  0.451E-03  0.421E-03  0.290E-01  0.935E+05  0.118E+01
082300.620     3668390    34825715  0.450E-03  0.418E-03  0.290E-01  0.117E+06  0.162E+01
083300.636     3677403    34935550  0.449E-03  0.415E-03  0.290E-01  0.875E+05  0.116E+01
084300.621     3686498    35045926  0.447E-03  0.412E-03  0.290E-01  0.966E+05  0.162E+01
085300.648     3695416    35154651  0.445E-03  0.408E-03  0.290E-01  0.954E+05  0.136E+01
090300.658     3704229    35262553  0.444E-03  0.404E-03  0.290E-01  0.912E+05  0.147E+01
091300.621     3713361    35372737  0.445E-03  0.400E-03  0.290E-01  0.990E+05  0.132E+01
092300.630     3722215    35482046  0.441E-03  0.398E-03  0.290E-01  0.845E+05  0.158E+01
093300.854     3731055    35590759  0.347E-03  0.316E-03  0.290E-01  0.785E+05  0.147E+01
094300.655     3739835    35700321  0.436E-03  0.392E-03  0.290E-01  0.137E+06  0.130E+01
095300.640     3748647    35808575  0.435E-03  0.389E-03  0.290E-01  0.106E+06  0.129E+01
100300.637     3757525    35916432  0.434E-03  0.385E-03  0.290E-01  0.943E+05  0.139E+01
101300.650     3766247    36025637  0.434E-03  0.382E-03  0.290E-01  0.103E+06  0.135E+01
102300.621     3775032    36134877  0.430E-03  0.380E-03  0.290E-01  0.761E+05  0.122E+01
103300.621     3783623    36242097  0.429E-03  0.377E-03  0.290E-01  0.108E+06  0.146E+01
104300.613     3792292    36350515  0.423E-03  0.376E-03  0.290E-01  0.808E+05  0.154E+01
105300.634     3801142    36460302  0.425E-03  0.372E-03  0.290E-01  0.108E+06  0.132E+01
110300.619     3809790    36569594  0.423E-03  0.370E-03  0.290E-01  0.835E+05  0.135E+01
111300.635     3818713    36679815  0.422E-03  0.367E-03  0.290E-01  0.977E+05  0.138E+01
112300.636     3827565    36787986  0.422E-03  0.364E-03  0.290E-01  0.770E+05  0.119E+01
113300.643     3836204    36896350  0.421E-03  0.362E-03  0.290E-01  0.827E+05  0.116E+01
114300.644     3845264    37006780  0.420E-03  0.359E-03  0.290E-01  0.921E+05  0.125E+01
115300.647     3853937    37115681  0.417E-03  0.357E-03  0.290E-01  0.922E+05  0.121E+01
120300.906     3862786    37224451  0.459E-03  0.385E-03  0.290E-01  0.114E+06  0.134E+01
121300.621     3871574    37333390  0.413E-03  0.353E-03  0.290E-01  0.696E+05  0.132E+01
122300.620     3880484    37443525  0.411E-03  0.351E-03  0.290E-01  0.104E+06  0.125E+01
123300.642     3889316    37553276  0.412E-03  0.348E-03  0.290E-01  0.848E+05  0.132E+01
124300.653     3898140    37662937  0.410E-03  0.346E-03  0.290E-01  0.906E+05  0.145E+01
125300.652     3906940    37771904  0.411E-03  0.343E-03  0.290E-01  0.909E+05  0.119E+01
130300.621     3915641    37879878  0.410E-03  0.340E-03  0.290E-01  0.852E+05  0.143E+01
131300.646     3924558    37987764  0.407E-03  0.337E-03  0.290E-01  0.824E+05  0.133E+01
132300.646     3933384    38095510  0.409E-03  0.335E-03  0.290E-01  0.112E+06  0.122E+01
133300.621     3942046    38203394  0.406E-03  0.333E-03  0.290E-01  0.101E+06  0.155E+01
134300.657     3951088    38313451  0.404E-03  0.330E-03  0.290E-01  0.102E+06  0.113E+01
135300.648     3959944    38423857  0.398E-03  0.329E-03  0.290E-01  0.995E+05  0.140E+01
140300.619     3968794    38534343  0.398E-03  0.327E-03  0.290E-01  0.117E+06  0.138E+01
141300.647     3977575    38644639  0.395E-03  0.324E-03  0.290E-01  0.898E+05  0.140E+01
142300.620     3986576    38754837  0.393E-03  0.322E-03  0.290E-01  0.675E+05  0.144E+01
143300.644     3995398    38863534  0.393E-03  0.321E-03  0.290E-01  0.889E+05  0.138E+01
144300.625     4004003    38972045  0.391E-03  0.319E-03  0.290E-01  0.851E+05  0.150E+01
145300.614     4012755    39081061  0.389E-03  0.316E-03  0.290E-01  0.993E+05  0.140E+01
150300.615     4021520    39190147  0.389E-03  0.314E-03  0.290E-01  0.752E+05  0.120E+01
151300.621     4030240    39298577  0.386E-03  0.312E-03  0.290E-01  0.102E+06  0.154E+01
152300.793     4038966    39406744  0.540E-03  0.379E-03  0.290E-01  0.106E+06  0.145E+01
153300.639     4047700    39516021  0.385E-03  0.308E-03  0.290E-01  0.891E+05  0.120E+01
154300.637     4056496    39625341  0.385E-03  0.306E-03  0.290E-01  0.114E+06  0.148E+01
155300.658     4065371    39735015  0.383E-03  0.304E-03  0.290E-01  0.971E+05  0.130E+01
160300.629     4074224    39845291  0.384E-03  0.302E-03  0.290E-01  0.791E+05  0.985E+00
161300.623     4083271    39957064  0.380E-03  0.300E-03  0.290E-01  0.968E+05  0.131E+01
162300.624     4092181    40066895  0.378E-03  0.298E-03  0.290E-01  0.845E+05  0.125E+01
163300.637     4101037    40175846  0.379E-03  0.296E-03  0.290E-01  0.747E+05  0.121E+01
164300.622     4109837    40285275  0.376E-03  0.294E-03  0.290E-01  0.102E+06  0.132E+01
165300.646     4118458    40394034  0.375E-03  0.292E-03  0.290E-01  0.883E+05  0.109E+01
170300.642     4127390    40504370  0.372E-03  0.291E-03  0.290E-01  0.101E+06  0.131E+01
171300.848     4136352    40614386  0.296E-03  0.233E-03  0.290E-01  0.907E+05  0.155E+01
172300.641     4144895    40724534  0.370E-03  0.287E-03  0.290E-01  0.802E+05  0.132E+01
173300.646     4153672    40833438  0.370E-03  0.285E-03  0.290E-01  0.908E+05  0.138E+01
174300.637     4162299    40942357  0.365E-03  0.284E-03  0.290E-01  0.804E+05  0.134E+01
175300.628     4171027    41051112  0.366E-03  0.283E-03  0.290E-01  0.802E+05  0.133E+01
180300.642     4179922    41161666  0.366E-03  0.281E-03  0.290E-01  0.118E+06  0.124E+01
181300.628     4188718    41271308  0.366E-03  0.279E-03  0.290E-01  0.929E+05  0.113E+01
182300.631     4197426    41380400  0.364E-03  0.278E-03  0.290E-01  0.101E+06  0.137E+01
183300.616     4206261    41490163  0.361E-03  0.276E-03  0.290E-01  0.111E+06  0.141E+01
184300.661     4214990    41599113  0.358E-03  0.275E-03  0.290E-01  0.898E+05  0.131E+01
185300.618     4223821    41707916  0.356E-03  0.273E-03  0.290E-01  0.881E+05  0.133E+01
190300.636     4232468    41816581  0.356E-03  0.272E-03  0.290E-01  0.772E+05  0.132E+01
191300.654     4240977    41925547  0.352E-03  0.270E-03  0.290E-01  0.845E+05  0.127E+01
192300.666     4249715    42034608  0.351E-03  0.269E-03  0.290E-01  0.124E+06  0.140E+01
193300.637     4258350    42142749  0.350E-03  0.268E-03  0.290E-01  0.993E+05  0.120E+01
194300.638     4267020    42251804  0.350E-03  0.267E-03  0.290E-01  0.838E+05  0.122E+01
195300.642     4275802    42359654  0.350E-03  0.265E-03  0.290E-01  0.949E+05  0.108E+01
200300.643     4284577    42468929  0.348E-03  0.264E-03  0.290E-01  0.786E+05  0.126E+01
201300.664     4293140    42576460  0.346E-03  0.263E-03  0.290E-01  0.750E+05  0.155E+01
202300.619     4301942    42686320  0.351E-03  0.261E-03  0.290E-01  0.791E+05  0.117E+01
203300.637     4310523    42795164  0.351E-03  0.259E-03  0.290E-01  0.791E+05  0.113E+01
204300.638     4319180    42903466  0.348E-03  0.257E-03  0.290E-01  0.919E+05  0.108E+01
205300.613     4327606    43010872  0.347E-03  0.256E-03  0.290E-01  0.907E+05  0.149E+01
210300.628     4336326    43119404  0.346E-03  0.255E-03  0.290E-01  0.824E+05  0.134E+01
211300.635     4344906    43228074  0.346E-03  0.253E-03  0.290E-01  0.845E+05  0.140E+01
212300.654     4353470    43335959  0.343E-03  0.251E-03  0.290E-01  0.875E+05  0.109E+01
213300.646     4362082    43444547  0.341E-03  0.250E-03  0.290E-01  0.844E+05  0.111E+01
214300.633     4370743    43553735  0.340E-03  0.249E-03  0.290E-01  0.951E+05  0.135E+01
215300.654     4379308    43661688  0.339E-03  0.248E-03  0.290E-01  0.664E+05  0.118E+01
220300.617     4387956    43770552  0.336E-03  0.247E-03  0.290E-01  0.108E+06  0.126E+01
221300.644     4396490    43877828  0.334E-03  0.246E-03  0.290E-01  0.995E+05  0.121E+01
222300.636     4405321    43987704  0.333E-03  0.245E-03  0.290E-01  0.109E+06  0.113E+01
223300.624     4413946    44095918  0.329E-03  0.244E-03  0.290E-01  0.744E+05  0.120E+01
224300.738     4422547    44205074  0.437E-03  0.310E-03  0.290E-01  0.111E+06  0.123E+01
225300.621     4431140    44313354  0.327E-03  0.243E-03  0.290E-01  0.959E+05  0.130E+01
230300.623     4439678    44421551  0.327E-03  0.242E-03  0.290E-01  0.105E+06  0.129E+01
231300.650     4448302    44531436  0.325E-03  0.241E-03  0.290E-01  0.133E+06  0.122E+01
232300.648     4456872    44639715  0.327E-03  0.240E-03  0.290E-01  0.916E+05  0.121E+01
233300.624     4465582    44749610  0.329E-03  0.239E-03  0.290E-01  0.998E+05  0.122E+01
234300.639     4474116    44858743  0.326E-03  0.238E-03  0.290E-01  0.812E+05  0.142E+01
235300.631     4482695    44967004  0.327E-03  0.238E-03  0.290E-01  0.872E+05  0.145E+01
000300.640     4491381    45077694  0.326E-03  0.237E-03  0.290E-01  0.125E+06  0.141E+01
001300.647     4499956    45187576  0.325E-03  0.236E-03  0.290E-01  0.809E+05  0.151E+01
002300.640     4508583    45294464  0.326E-03  0.234E-03  0.290E-01  0.778E+05  0.150E+01
003300.613     4516726    45397526  0.326E-03  0.233E-03  0.290E-01  0.104E+06  0.133E+01
004300.616     4524233    45492958  0.325E-03  0.232E-03  0.290E-01  0.101E+06  0.151E+01
005300.686     4531920    45589321  0.323E-03  0.231E-03  0.290E-01  0.885E+05  0.123E+01
010300.617     4539549    45686386  0.326E-03  0.230E-03  0.290E-01  0.105E+06  0.124E+01
011300.935     4547328    45784580  0.287E-03  0.183E-03  0.290E-01  0.976E+05  0.138E+01
012300.623     4554955    45881827  0.322E-03  0.228E-03  0.290E-01  0.807E+05  0.144E+01
013300.672     4563018    45983563  0.321E-03  0.227E-03  0.290E-01  0.925E+05  0.128E+01
014300.658     4570717    46081260  0.316E-03  0.227E-03  0.290E-01  0.109E+06  0.142E+01
015300.651     4578447    46179501  0.316E-03  0.226E-03  0.290E-01  0.807E+05  0.160E+01
020300.623     4586189    46277795  0.319E-03  0.225E-03  0.290E-01  0.803E+05  0.130E+01
021300.620     4593896    46375705  0.315E-03  0.225E-03  0.290E-01  0.879E+05  0.151E+01
022300.640     4601555    46473989  0.315E-03  0.224E-03  0.290E-01  0.887E+05  0.137E+01
023300.616     4609261    46571956  0.314E-03  0.224E-03  0.290E-01  0.103E+06  0.138E+01
024300.674     4616939    46669618  0.313E-03  0.223E-03  0.290E-01  0.979E+05  0.127E+01
025300.620     4624701    46767500  0.312E-03  0.222E-03  0.290E-01  0.784E+05  0.969E+00
030300.623     4632526    46865496  0.312E-03  0.222E-03  0.290E-01  0.129E+06  0.111E+01
031300.645     4640290    46963240  0.311E-03  0.221E-03  0.290E-01  0.113E+06  0.123E+01
032300.644     4647957    47061021  0.312E-03  0.220E-03  0.290E-01  0.102E+06  0.128E+01
033300.617     4655795    47158701  0.311E-03  0.220E-03  0.290E-01  0.931E+05  0.139E+01
034300.659     4663523    47256856  0.311E-03  0.219E-03  0.290E-01  0.819E+05  0.123E+01
035300.617     4671342    47355595  0.312E-03  0.218E-03  0.290E-01  0.980E+05  0.143E+01
040300.660     4678981    47453619  0.311E-03  0.217E-03  0.290E-01  0.999E+05  0.143E+01
041300.623     4686777    47551137  0.312E-03  0.216E-03  0.290E-01  0.105E+06  0.117E+01
042300.654     4694425    47648828  0.310E-03  0.216E-03  0.290E-01  0.910E+05  0.141E+01
043300.620     4702321    47746899  0.310E-03  0.215E-03  0.290E-01  0.101E+06  0.127E+01
044300.632     4710159    47845095  0.309E-03  0.214E-03  0.290E-01  0.973E+05  0.127E+01
045300.641     4717952    47943595  0.310E-03  0.213E-03  0.290E-01  0.784E+05  0.137E+01
050300.636     4725675    48041478  0.308E-03  0.212E-03  0.290E-01  0.106E+06  0.133E+01
051300.619     4733291    48139206  0.306E-03  0.212E-03  0.290E-01  0.983E+05  0.131E+01
052300.625     4741014    48236944  0.309E-03  0.211E-03  0.290E-01  0.924E+05  0.130E+01
053300.615     4748763    48334903  0.307E-03  0.210E-03  0.290E-01  0.981E+05  0.133E+01
054300.649     4756575    48435210  0.307E-03  0.210E-03  0.290E-01  0.845E+05  0.114E+01
055300.661     4764473    48535416  0.307E-03  0.209E-03  0.290E-01  0.933E+05  0.149E+01
060300.622     4772156    48633308  0.305E-03  0.208E-03  0.290E-01  0.869E+05  0.151E+01
061300.637     4779837    48731643  0.303E-03  0.207E-03  0.290E-01  0.727E+05  0.149E+01
062300.632     4787665    48830296  0.302E-03  0.207E-03  0.290E-01  0.891E+05  0.126E+01
063300.619     4795431    48928049  0.301E-03  0.206E-03  0.290E-01  0.804E+05  0.135E+01
064300.618     4803077    49025210  0.301E-03  0.206E-03  0.290E-01  0.871E+05  0.140E+01
065300.625     4810869    49123305  0.301E-03  0.205E-03  0.290E-01  0.136E+06  0.144E+01
070300.751     4818483    49220513  0.287E-03  0.224E-03  0.290E-01  0.105E+06  0.126E+01
071300.647     4826178    49318044  0.300E-03  0.204E-03  0.290E-01  0.987E+05  0.139E+01
072300.645     4833882    49415584  0.300E-03  0.203E-03  0.290E-01  0.101E+06  0.134E+01
073300.677     4841573    49513188  0.297E-03  0.203E-03  0.290E-01  0.974E+05  0.153E+01
074300.634     4849198    49610540  0.297E-03  0.202E-03  0.290E-01  0.107E+06  0.146E+01
075300.634     4857172    49712244  0.297E-03  0.202E-03  0.290E-01  0.997E+05  0.128E+01
080300.623     4864887    49810125  0.298E-03  0.201E-03  0.290E-01  0.922E+05  0.132E+01
081300.621     4872606    49908118  0.296E-03  0.201E-03  0.290E-01  0.110E+06  0.136E+01
082300.677     4880364    50006685  0.296E-03  0.200E-03  0.290E-01  0.724E+05  0.147E+01
083300.648     4888088    50104575  0.297E-03  0.199E-03  0.290E-01  0.108E+06  0.134E+01
084300.635     4895626    50203088  0.295E-03  0.199E-03  0.290E-01  0.981E+05  0.133E+01
085300.655     4903938    50305370  0.298E-03  0.198E-03  0.290E-01  0.739E+05  0.124E+01
090300.653     4912601    50415794  0.294E-03  0.198E-03  0.290E-01  0.936E+05  0.141E+01
091300.636     4921371    50526788  0.293E-03  0.197E-03  0.290E-01  0.894E+05  0.137E+01
092300.643     4930142    50637812  0.295E-03  0.196E-03  0.290E-01  0.101E+06  0.136E+01
093300.650     4938890    50748822  0.294E-03  0.196E-03  0.290E-01  0.102E+06  0.130E+01
094300.653     4947726    50859878  0.296E-03  0.195E-03  0.290E-01  0.110E+06  0.145E+01
095300.623     4956484    50971517  0.293E-03  0.195E-03  0.290E-01  0.857E+05  0.126E+01
100300.638     4965152    51082664  0.294E-03  0.194E-03  0.290E-01  0.943E+05  0.144E+01
101300.650     4973811    51194461  0.295E-03  0.193E-03  0.290E-01  0.106E+06  0.130E+01
102300.622     4982599    51305500  0.294E-03  0.193E-03  0.290E-01  0.793E+05  0.129E+01
103300.650     4991212    51416681  0.293E-03  0.192E-03  0.290E-01  0.708E+05  0.137E+01
104300.623     5000019    51527751  0.292E-03  0.192E-03  0.290E-01  0.776E+05  0.143E+01
105300.625     5008744    51638768  0.291E-03  0.191E-03  0.290E-01  0.100E+06  0.139E+01
110300.642     5017335    51750581  0.290E-03  0.191E-03  0.290E-01  0.699E+05  0.140E+01
111300.638     5026035    51861293  0.290E-03  0.190E-03  0.290E-01  0.843E+05  0.125E+01
112300.666     5034722    51971377  0.268E-03  0.178E-03  0.290E-01  0.758E+05  0.136E+01
113300.642     5043481    52082457  0.290E-03  0.189E-03  0.290E-01  0.929E+05  0.138E+01
114300.614     5052219    52192873  0.289E-03  0.188E-03  0.290E-01  0.943E+05  0.134E+01
115300.652     5060865    52304593  0.288E-03  0.188E-03  0.290E-01  0.109E+06  0.128E+01
120300.640     5069387    52414510  0.285E-03  0.187E-03  0.290E-01  0.722E+05  0.159E+01
121300.648     5078144    52525022  0.287E-03  0.186E-03  0.290E-01  0.963E+05  0.141E+01
122300.623     5086650    52634450  0.287E-03  0.186E-03  0.290E-01  0.923E+05  0.125E+01
123300.654     5095179    52743689  0.285E-03  0.186E-03  0.290E-01  0.833E+05  0.149E+01
124300.643     5103683    52852394  0.285E-03  0.185E-03  0.290E-01  0.799E+05  0.145E+01
125300.638     5112252    52962012  0.286E-03  0.185E-03  0.290E-01  0.972E+05  0.157E+01
130300.647     5120837    53071372  0.285E-03  0.184E-03  0.290E-01  0.645E+05  0.144E+01
131300.627     5129203    53180227  0.286E-03  0.184E-03  0.290E-01  0.847E+05  0.149E+01
132300.640     5137898    53289871  0.285E-03  0.183E-03  0.290E-01  0.855E+05  0.155E+01
133300.615     5146512    53399810  0.286E-03  0.183E-03  0.290E-01  0.847E+05  0.125E+01
134300.651     5154948    53507720  0.285E-03  0.182E-03  0.290E-01  0.922E+05  0.154E+01
135300.657     5163511    53616893  0.283E-03  0.182E-03  0.290E-01  0.842E+05  0.139E+01
140300.646     5172135    53726244  0.281E-03  0.182E-03  0.290E-01  0.105E+06  0.122E+01
141300.619     5180776    53834691  0.282E-03  0.181E-03  0.290E-01  0.104E+06  0.158E+01
142300.619     5189419    53944602  0.282E-03  0.181E-03  0.290E-01  0.662E+05  0.129E+01
143300.617     5197996    54054330  0.282E-03  0.180E-03  0.290E-01  0.772E+05  0.141E+01
144300.647     5206657    54163983  0.281E-03  0.180E-03  0.290E-01  0.839E+05  0.131E+01
145300.651     5215214    54272916  0.283E-03  0.179E-03  0.290E-01  0.698E+05  0.127E+01
150300.622     5223742    54382394  0.283E-03  0.178E-03  0.290E-01  0.815E+05  0.988E+00
151300.626     5232364    54491880  0.281E-03  0.178E-03  0.290E-01  0.113E+06  0.128E+01
152300.644     5240735    54600107  0.281E-03  0.178E-03  0.290E-01  0.811E+05  0.123E+01
153300.647     5249260    54709655  0.280E-03  0.177E-03  0.290E-01  0.107E+06  0.121E+01
154300.617     5257800    54818192  0.281E-03  0.177E-03  0.290E-01  0.913E+05  0.132E+01
155300.634     5266484    54925989  0.282E-03  0.176E-03  0.290E-01  0.716E+05  0.112E+01
160300.624     5275150    55034537  0.279E-03  0.175E-03  0.290E-01  0.844E+05  0.138E+01
161300.650     5283889    55143524  0.279E-03  0.175E-03  0.290E-01  0.800E+05  0.120E+01
162300.646     5292557    55253820  0.278E-03  0.175E-03  0.290E-01  0.927E+05  0.163E+01
163300.650     5300995    55362991  0.280E-03  0.174E-03  0.290E-01  0.979E+05  0.121E+01
164300.638     5309574    55472415  0.277E-03  0.174E-03  0.290E-01  0.598E+05  0.138E+01
165300.614     5318123    55582049  0.276E-03  0.173E-03  0.290E-01  0.941E+05  0.128E+01
170300.647     5326536    55691269  0.278E-03  0.173E-03  0.290E-01  0.103E+06  0.130E+01
171300.611     5335214    55800503  0.277E-03  0.173E-03  0.290E-01  0.999E+05  0.120E+01
172300.627     5343708    55909824  0.277E-03  0.172E-03  0.290E-01  0.686E+05  0.118E+01
173300.642     5352327    56020897  0.277E-03  0.172E-03  0.290E-01  0.918E+05  0.109E+01
174300.620     5360751    56129397  0.276E-03  0.171E-03  0.290E-01  0.760E+05  0.122E+01
175300.652     5369173    56237566  0.276E-03  0.171E-03  0.290E-01  0.773E+05  0.121E+01
180300.645     5377853    56348263  0.275E-03  0.171E-03  0.290E-01  0.969E+05  0.123E+01
181300.672     5386403    56457585  0.274E-03  0.171E-03  0.290E-01  0.108E+06  0.131E+01
182300.650     5394899    56566773  0.275E-03  0.170E-03  0.290E-01  0.136E+06  0.123E+01
183300.644     5403523    56676361  0.276E-03  0.170E-03  0.290E-01  0.841E+05  0.133E+01
184300.640     5412015    56785283  0.275E-03  0.170E-03  0.290E-01  0.552E+05  0.162E+01
185300.638     5420443    56893387  0.277E-03  0.169E-03  0.290E-01  0.107E+06  0.148E+01
190300.620     5428766    57001327  0.275E-03  0.169E-03  0.290E-01  0.929E+05  0.142E+01
191300.619     5437353    57110915  0.274E-03  0.169E-03  0.290E-01  0.752E+05  0.143E+01
192300.623     5445894    57220161  0.275E-03  0.168E-03  0.290E-01  0.820E+05  0.134E+01
193300.643     5454392    57328896  0.274E-03  0.168E-03  0.290E-01  0.786E+05  0.132E+01
194300.884     5463047    57437009  0.278E-03  0.141E-03  0.290E-01  0.768E+05  0.161E+01
195300.639     5471621    57546205  0.276E-03  0.167E-03  0.290E-01  0.866E+05  0.113E+01
200300.632     5480131    57654501  0.273E-03  0.167E-03  0.290E-01  0.109E+06  0.139E+01
201300.645     5488659    57763652  0.274E-03  0.166E-03  0.290E-01  0.956E+05  0.155E+01
202300.644     5497066    57871663  0.274E-03  0.166E-03  0.290E-01  0.718E+05  0.130E+01
203300.643     5505609    57979450  0.274E-03  0.165E-03  0.290E-01  0.907E+05  0.156E+01
204300.651     5514066    58086948  0.273E-03  0.165E-03  0.290E-01  0.883E+05  0.149E+01
205300.638     5522635    58196218  0.270E-03  0.164E-03  0.290E-01  0.110E+06  0.148E+01
210300.616     5531191    58306007  0.271E-03  0.164E-03  0.290E-01  0.134E+06  0.156E+01
211300.620     5539862    58415913  0.270E-03  0.164E-03  0.290E-01  0.101E+06  0.134E+01
212300.639     5548326    58523951  0.269E-03  0.164E-03  0.290E-01  0.849E+05  0.140E+01
213300.652     5556784    58632803  0.269E-03  0.163E-03  0.290E-01  0.891E+05  0.145E+01
214300.625     5565324    58742809  0.270E-03  0.163E-03  0.290E-01  0.651E+05  0.130E+01
215300.638     5573800    58852295  0.267E-03  0.163E-03  0.290E-01  0.937E+05  0.142E+01
220300.625     5582345    58960225  0.269E-03  0.162E-03  0.290E-01  0.882E+05  0.124E+01
221300.636     5590923    59070979  0.268E-03  0.162E-03  0.290E-01  0.107E+06  0.125E+01
222300.644     5599510    59179336  0.271E-03  0.162E-03  0.290E-01  0.854E+05  0.136E+01
223300.619     5608200    59288878  0.270E-03  0.161E-03  0.290E-01  0.996E+05  0.142E+01
224300.652     5616708    59398358  0.267E-03  0.161E-03  0.290E-01  0.857E+05  0.166E+01
225300.637     5625381    59508575  0.268E-03  0.161E-03  0.290E-01  0.797E+05  0.164E+01
230300.654     5634055    59618408  0.269E-03  0.160E-03  0.290E-01  0.103E+06  0.156E+01
231300.642     5642768    59727889  0.268E-03  0.160E-03  0.290E-01  0.697E+05  0.154E+01
232300.635     5651263    59837393  0.268E-03  0.160E-03  0.290E-01  0.798E+05  0.163E+01
233300.622     5659802    59945914  0.269E-03  0.159E-03  0.290E-01  0.906E+05  0.151E+01
234300.616     5668359    60055191  0.268E-03  0.159E-03  0.290E-01  0.863E+05  0.168E+01
235300.651     5676736    60163472  0.269E-03  0.159E-03  0.290E-01  0.841E+05  0.164E+01
000300.656     5685357    60272916  0.270E-03  0.158E-03  0.290E-01  0.821E+05  0.141E+01
001300.612     5694018    60382775  0.270E-03  0.158E-03  0.290E-01  0.807E+05  0.156E+01
002300.635     5702240    60488965  0.271E-03  0.157E-03  0.290E-01  0.746E+05  0.138E+01
003300.642     5710511    60596803  0.270E-03  0.156E-03  0.290E-01  0.894E+05  0.114E+01
004300.659     5718040    60692829  0.269E-03  0.156E-03  0.290E-01  0.108E+06  0.148E+01
005300.641     5725655    60789798  0.269E-03  0.156E-03  0.290E-01  0.107E+06  0.134E+01
010300.620     5733121    60886722  0.267E-03  0.156E-03  0.290E-01  0.939E+05  0.119E+01
011300.616     5740583    60981894  0.267E-03  0.156E-03  0.290E-01  0.129E+06  0.111E+01
012300.622     5748173    61078610  0.264E-03  0.156E-03  0.290E-01  0.112E+06  0.124E+01
013300.618     5755797    61175282  0.265E-03  0.156E-03  0.290E-01  0.106E+06  0.125E+01
014300.923     5763351    61272957  0.292E-03  0.166E-03  0.290E-01  0.861E+05  0.142E+01
015300.644     5770996    61370902  0.265E-03  0.155E-03  0.290E-01  0.694E+05  0.129E+01
020300.664     5778599    61468865  0.266E-03  0.155E-03  0.290E-01  0.801E+05  0.136E+01
021300.615     5786220    61566653  0.266E-03  0.155E-03  0.290E-01  0.724E+05  0.139E+01
022300.651     5793743    61664168  0.266E-03  0.155E-03  0.290E-01  0.651E+05  0.136E+01
023300.620     5801387    61762177  0.266E-03  0.154E-03  0.290E-01  0.867E+05  0.147E+01
024300.661     5809112    61860469  0.267E-03  0.154E-03  0.290E-01  0.746E+05  0.161E+01
025300.652     5817014    61959132  0.267E-03  0.154E-03  0.290E-01  0.117E+06  0.138E+01
030300.666     5824577    62057737  0.265E-03  0.154E-03  0.290E-01  0.965E+05  0.155E+01
031300.629     5832203    62155824  0.267E-03  0.153E-03  0.290E-01  0.938E+05  0.134E+01
032300.669     5839959    62253786  0.265E-03  0.153E-03  0.290E-01  0.774E+05  0.134E+01
033300.635     5847717    62351401  0.267E-03  0.153E-03  0.290E-01  0.836E+05  0.133E+01
034300.615     5855433    62450078  0.265E-03  0.153E-03  0.290E-01  0.931E+05  0.144E+01
