 Q (1/Ang),Yb-Yb,Yb-Sn,Yb-O ,Sn-Sn,Sn-O ,O-O  
   2.25000 ,    -0.384305353847757E+01 ,     0.401672459210188E+01 ,     0.144455677290929E+01 ,    -0.384634164142156E+01 ,    -0.757769846967440E+00 ,    -0.220119402385884E+01 , 
   2.26000 ,     0.824113911856356E-01 ,     0.555760269127981E+01 ,     0.189448816535870E+00 ,     0.124632213001284E+00 ,    -0.204773003689224E+01 ,    -0.851271745787238E+00 , 
   2.27000 ,     0.256812463085142E+01 ,     0.586172949240244E+01 ,    -0.121242878538040E+01 ,     0.262670374396764E+01 ,    -0.297484019807945E+01 ,     0.432893473096933E+00 , 
   2.28000 ,     0.313725297483871E+01 ,     0.503823833713033E+01 ,    -0.239944338239464E+01 ,     0.318210570867983E+01 ,    -0.328072287343328E+01 ,     0.130842584861000E+01 , 
   2.29000 ,     0.172657467253778E+01 ,     0.334848139004046E+01 ,    -0.303437229950911E+01 ,     0.173173412846914E+01 ,    -0.282370787677981E+01 ,     0.150693927975524E+01 , 
   2.30000 ,    -0.131264720361357E+01 ,     0.113776647270668E+01 ,    -0.288912470643112E+01 ,    -0.136529533071093E+01 ,    -0.162312583967240E+01 ,     0.906275081302667E+00 , 
   2.31000 ,    -0.529428982160446E+01 ,    -0.122188760684081E+01 ,    -0.191107035544920E+01 ,    -0.541288918362098E+01 ,     0.128262416665755E+00 ,    -0.427168058351057E+00 , 
   2.32000 ,    -0.933985208831328E+01 ,    -0.337086376563993E+01 ,    -0.254881333340893E+00 ,    -0.952203344882684E+01 ,     0.208844900210226E+01 ,    -0.223665997390248E+01 , 
   2.33000 ,    -0.125540802873776E+02 ,    -0.498408964769248E+01 ,     0.172962287955892E+01 ,    -0.127877276254978E+02 ,     0.382379507131535E+01 ,    -0.411628845237045E+01 , 
   2.34000 ,    -0.141982985769819E+02 ,    -0.578340454953593E+01 ,     0.355414263377279E+01 ,    -0.144632682517553E+02 ,     0.488944302871266E+01 ,    -0.558785040318269E+01 , 
   2.35000 ,    -0.138276358568911E+02 ,    -0.554945758992128E+01 ,     0.468400704272960E+01 ,    -0.140981018133339E+02 ,     0.491660968945603E+01 ,    -0.619813243981992E+01 , 
   2.36000 ,    -0.113667808872063E+02 ,    -0.414028299604871E+01 ,     0.464850308264277E+01 ,    -0.116139678202309E+02 ,     0.368896852855363E+01 ,    -0.561629983181775E+01 , 
   2.37000 ,    -0.711218937266826E+01 ,    -0.151826199282609E+01 ,     0.314729766708929E+01 ,    -0.730734052601400E+01 ,     0.119230340627525E+01 ,    -0.371057545819847E+01 , 
   2.38000 ,    -0.166389245551983E+01 ,     0.221951122739143E+01 ,     0.130360978222597E+00 ,    -0.178134903945806E+01 ,    -0.237298515649742E+01 ,    -0.587413949803478E+00 , 
   2.39000 ,     0.419601602722244E+01 ,     0.681796870031464E+01 ,    -0.416692345617175E+01 ,     0.417578933235350E+01 ,    -0.661931639627736E+01 ,     0.341589301546745E+01 , 
   2.40000 ,     0.965135520425830E+01 ,     0.118606845123955E+02 ,    -0.924345179148447E+01 ,     0.973906051546947E+01 ,    -0.110339443117443E+02 ,     0.778449236038634E+01 , 
   2.41000 ,     0.139956734937848E+02 ,     0.167969890734850E+02 ,    -0.144060931268845E+02 ,     0.141911490715680E+02 ,    -0.150632778677755E+02 ,     0.119148029611187E+02 , 
   2.42000 ,     0.167440580514803E+02 ,     0.210038116723528E+02 ,    -0.188854807036108E+02 ,     0.170353363987199E+02 ,    -0.182030465269022E+02 ,     0.152211714986073E+02 , 
   2.43000 ,     0.176935087709910E+02 ,     0.238773324019182E+02 ,    -0.219728980083964E+02 ,     0.180573152566457E+02 ,    -0.200772186703209E+02 ,     0.172390291541416E+02 , 
   2.44000 ,     0.169244425129586E+02 ,     0.249400511858542E+02 ,    -0.231521207759211E+02 ,     0.173283056234092E+02 ,    -0.204915191135914E+02 ,     0.177042081791420E+02 , 
   2.45000 ,     0.147487091696729E+02 ,     0.239418191071367E+02 ,    -0.222001050573257E+02 ,     0.151545725356392E+02 ,    -0.194531260532487E+02 ,     0.165933486430642E+02 , 
   2.46000 ,     0.116203253175143E+02 ,     0.209310156382050E+02 ,    -0.192357640533756E+02 ,     0.119892311837562E+02 ,    -0.171552923950500E+02 ,     0.141186677972236E+02 , 
   2.47000 ,     0.803170903995135E+01 ,     0.162755836193790E+02 ,    -0.147058052706250E+02 ,     0.832884649271647E+01 ,    -0.139326105131055E+02 ,     0.106799024004808E+02 , 
   2.48000 ,     0.441931207216996E+01 ,     0.106227530768463E+02 ,    -0.930882206475022E+01 ,     0.461857381112752E+01 ,    -0.101979263278623E+02 ,     0.678486966930404E+01 , 
   2.49000 ,     0.109824212357649E+01 ,     0.479920039173194E+01 ,    -0.387110342293605E+01 ,     0.118546721317735E+01 ,    -0.637447171885103E+01 ,     0.295597887642336E+01 , 
   2.50000 ,    -0.176298962007705E+01 ,    -0.332806826581974E+00 ,     0.802567317932182E+00 ,    -0.178868201750698E+01 ,    -0.283626180038588E+01 ,    -0.358022450978418E+00 , 
   2.51000 ,    -0.412692569452086E+01 ,    -0.403637068307483E+01 ,     0.407456033251839E+01 ,    -0.425392701068029E+01 ,     0.133445142257972E+00 ,    -0.284804100023025E+01 , 
   2.52000 ,    -0.604010762031676E+01 ,    -0.584514648986270E+01 ,     0.558830150982686E+01 ,    -0.624700537200373E+01 ,     0.236084632862579E+01 ,    -0.437713577094200E+01 , 
   2.53000 ,    -0.757093010977442E+01 ,    -0.566106112993576E+01 ,     0.532827543060356E+01 ,    -0.783045796870778E+01 ,     0.377816894038816E+01 ,    -0.497617951501278E+01 , 
   2.54000 ,    -0.875157669095226E+01 ,    -0.378138753753645E+01 ,     0.361451195865259E+01 ,    -0.903494662866148E+01 ,     0.440350420804562E+01 ,    -0.480747423586125E+01 , 
   2.55000 ,    -0.954108014594350E+01 ,    -0.846214914726584E+00 ,     0.103286523429199E+01 ,    -0.982177887023863E+01 ,     0.431211399643975E+01 ,    -0.410765345775636E+01 , 
   2.56000 ,    -0.982020871944389E+01 ,     0.228574567925428E+01 ,    -0.168490824118226E+01 ,    -0.100765351475488E+02 ,     0.360792456842767E+01 ,    -0.312476244588547E+01 , 
   2.57000 ,    -0.941997102312224E+01 ,     0.470927196169905E+01 ,    -0.380738133640733E+01 ,    -0.963596682141938E+01 ,     0.240220947943503E+01 ,    -0.206433533947476E+01 , 
   2.58000 ,    -0.817628340550552E+01 ,     0.565783321797621E+01 ,    -0.474705014150424E+01 ,    -0.834116485989715E+01 ,     0.803183381196293E+00 ,    -0.105580554794129E+01 , 
   2.59000 ,    -0.599602444277097E+01 ,     0.466336521538626E+01 ,    -0.417313470232253E+01 ,    -0.610263632103600E+01 ,    -0.108363225778443E+01 ,    -0.144696540129072E+00 , 
   2.60000 ,    -0.291609709597098E+01 ,     0.165678878519165E+01 ,    -0.207188664954124E+01 ,    -0.295916178426575E+01 ,    -0.314779243807826E+01 ,     0.690733076875237E+00 , 
   2.61000 ,     0.861884788542105E+00 ,    -0.301237318993254E+01 ,     0.125653254679066E+01 ,     0.886931116054567E+00 ,    -0.526462299958774E+01 ,     0.150571028137086E+01 , 
   2.62000 ,     0.497328761512663E+01 ,    -0.864186968887623E+01 ,     0.526270352970855E+01 ,     0.507030606545530E+01 ,    -0.729003003501721E+01 ,     0.234916430042966E+01 , 
   2.63000 ,     0.893202113117274E+01 ,    -0.143145010109342E+02 ,     0.925997282719018E+01 ,     0.910287412095414E+01 ,    -0.906370962623800E+01 ,     0.322987453808057E+01 , 
   2.64000 ,     0.122058384362271E+02 ,    -0.190789567301642E+02 ,     0.125605098259030E+02 ,     0.124481144708558E+02 ,    -0.104222636216808E+02 ,     0.409822432454045E+01 , 
   2.65000 ,     0.143107675927139E+02 ,    -0.221358998087138E+02 ,     0.146077920014960E+02 ,     0.146152667022938E+02 ,    -0.112204964732054E+02 ,     0.484859599967035E+01 , 
   2.66000 ,     0.149047833647080E+02 ,    -0.229907749214119E+02 ,     0.150793503624211E+02 ,     0.152537173646120E+02 ,    -0.113563839092701E+02 ,     0.534167152628818E+01 , 
   2.67000 ,     0.138600232072116E+02 ,    -0.215424562931097E+02 ,     0.139403379764683E+02 ,     0.142268228542317E+02 ,    -0.107936175506140E+02 ,     0.544048398909051E+01 , 
   2.68000 ,     0.112967960368909E+02 ,    -0.180910485659675E+02 ,     0.114390044088589E+02 ,     0.116480743045661E+02 ,    -0.957565819211631E+01 ,     0.505035387715840E+01 , 
   2.69000 ,     0.757049647279067E+01 ,    -0.132656757166942E+02 ,     0.804720146686800E+01 ,     0.787016866978048E+01 ,    -0.782686414522347E+01 ,     0.415173739233860E+01 , 
   2.70000 ,     0.321258261822709E+01 ,    -0.789000477483397E+01 ,     0.436007454074705E+01 ,     0.342752818770124E+01 ,    -0.573907906701883E+01 ,     0.281674356799328E+01 , 
   2.71000 ,    -0.116325021054603E+01 ,    -0.281583183877131E+01 ,     0.976844537227628E+00 ,    -0.105711575273880E+01 ,    -0.354535512158944E+01 ,     0.120416639191165E+01 , 
   2.72000 ,    -0.497091622363405E+01 ,     0.123935742047189E+01 ,    -0.161246040309106E+01 ,    -0.498355628010385E+01 ,    -0.148543897753802E+01 ,    -0.466725047138791E+00 , 
   2.73000 ,    -0.775543226398318E+01 ,     0.381737549513971E+01 ,    -0.311177259038866E+01 ,    -0.787990923637295E+01 ,     0.230449477889661E+00 ,    -0.195805032662448E+01 , 
   2.74000 ,    -0.926897894020380E+01 ,     0.478303392607488E+01 ,    -0.345961144544845E+01 ,    -0.948186716048566E+01 ,     0.145259743747838E+01 ,    -0.306128103536439E+01 , 
   2.75000 ,    -0.950435778200718E+01 ,     0.431715770350918E+01 ,    -0.281982332993090E+01 ,    -0.976954153501333E+01 ,     0.211172025158496E+01 ,    -0.364013181312328E+01 , 
   2.76000 ,    -0.867987401043157E+01 ,     0.284532560505671E+01 ,    -0.152736456425154E+01 ,    -0.895512424605826E+01 ,     0.222437805552559E+01 ,    -0.365831937167171E+01 , 
   2.77000 ,    -0.718011506300509E+01 ,     0.922333302707205E+00 ,    -0.321610687201666E-02 ,    -0.742513542743750E+01 ,     0.188347452294499E+01 ,    -0.318567944758362E+01 , 
   2.78000 ,    -0.546644452720959E+01 ,    -0.899223888073414E+00 ,     0.134173617930702E+01 ,    -0.565065517742383E+01 ,     0.123640653900948E+01 ,    -0.238123474488189E+01 , 
   2.79000 ,    -0.397721515033320E+01 ,    -0.218628639833923E+01 ,     0.219278380272170E+01 ,    -0.408552374311554E+01 ,     0.455709496109092E+00 ,    -0.145721205704095E+01 , 
   2.80000 ,    -0.303937435589984E+01 ,    -0.270390193309852E+01 ,     0.238971840708922E+01 ,    -0.307459222789109E+01 ,    -0.291840136643801E+00 ,    -0.632405616772883E+00 , 
   2.81000 ,    -0.280997191287003E+01 ,    -0.244090960143857E+01 ,     0.194669096605396E+01 ,    -0.279128598780701E+01 ,    -0.871901272250417E+00 ,    -0.856306489313966E-01 , 
   2.82000 ,    -0.325886020516746E+01 ,    -0.158173316281375E+01 ,     0.103190338326700E+01 ,    -0.321669251833124E+01 ,    -0.120061814801362E+01 ,     0.802264239424327E-01 , 
   2.83000 ,    -0.419429529494519E+01 ,    -0.435778658858443E+00 ,    -0.856468876981889E-01 ,    -0.416274749758678E+01 ,    -0.125175378560234E+01 ,    -0.144225439781440E+00 , 
   2.84000 ,    -0.532341608842565E+01 ,     0.655072684289114E+00 ,    -0.110826228110487E+01 ,    -0.533208758140354E+01 ,    -0.105295680075675E+01 ,    -0.678984339069270E+00 , 
   2.85000 ,    -0.633192495372340E+01 ,     0.140680738458267E+01 ,    -0.178296299427929E+01 ,    -0.639905490502575E+01 ,    -0.673250536070462E+00 ,    -0.137855097654365E+01 , 
   2.86000 ,    -0.696344066658893E+01 ,     0.165976568390008E+01 ,    -0.195938460786762E+01 ,    -0.709200544440877E+01 ,    -0.205178584028101E+00 ,    -0.206917683636517E+01 , 
   2.87000 ,    -0.707977184718281E+01 ,     0.140700060275216E+01 ,    -0.161974784509638E+01 ,    -0.725744078865301E+01 ,     0.254492386257086E+00 ,    -0.259014375176896E+01 , 
   2.88000 ,    -0.668851093979358E+01 ,     0.780639763278212E+00 ,    -0.875531361683866E+00 ,    -0.689140177947583E+01 ,     0.621981215221081E+00 ,    -0.282920923966470E+01 , 
   2.89000 ,    -0.593260114673575E+01 ,     0.307284635985979E-02 ,     0.665800960775589E-01 ,    -0.613182255889457E+01 ,     0.839061609417300E+00 ,    -0.274421053317471E+01 , 
   2.90000 ,    -0.504588992393579E+01 ,    -0.681848619868775E+00 ,     0.959898250941728E+00 ,    -0.521515654366392E+01 ,     0.879707987731968E+00 ,    -0.236655678475821E+01 , 
   2.91000 ,    -0.428691245407476E+01 ,    -0.107830819536384E+01 ,     0.158001247718672E+01 ,    -0.440925176069124E+01 ,     0.750758849377459E+00 ,    -0.178697742043038E+01 , 
   2.92000 ,    -0.386828573600087E+01 ,    -0.109038132744904E+01 ,     0.177902085268127E+01 ,    -0.394010155864230E+01 ,     0.487478955053908E+00 ,    -0.112825781553350E+01 , 
   2.93000 ,    -0.389991977050524E+01 ,    -0.743448190586402E+00 ,     0.151908574957589E+01 ,    -0.393137772707970E+01 ,     0.145443798923852E+00 ,    -0.512698954743546E+00 , 
   2.94000 ,    -0.436058077191104E+01 ,    -0.170883499042736E+00 ,     0.878049014213038E+00 ,    -0.437226032091655E+01 ,    -0.209665409710163E+00 ,    -0.329667152289080E-01 , 
   2.95000 ,    -0.510506738729621E+01 ,     0.429000438805402E+00 ,     0.267197958914517E-01 ,    -0.512182977634978E+01 ,    -0.512864622817552E+00 ,     0.266331639747513E+00 , 
   2.96000 ,    -0.590515344589834E+01 ,     0.853148200235517E+00 ,    -0.815805827499988E+00 ,    -0.594893827304060E+01 ,    -0.709984686266704E+00 ,     0.392195257876835E+00 , 
   2.97000 ,    -0.651373654655058E+01 ,     0.954335546345639E+00 ,    -0.143739134660355E+01 ,    -0.659731236616440E+01 ,    -0.766022794714002E+00 ,     0.391937765774298E+00 , 
   2.98000 ,    -0.673546636545501E+01 ,     0.685632102887776E+00 ,    -0.168506290617372E+01 ,    -0.685892703852666E+01 ,    -0.670796589781216E+00 ,     0.331160484048630E+00 , 
   2.99000 ,    -0.648507558340824E+01 ,     0.116744175129784E+00 ,    -0.150163022586888E+01 ,    -0.663614089015007E+01 ,    -0.441105862552314E+00 ,     0.267977811992065E+00 , 
   3.00000 ,    -0.581728989297680E+01 ,    -0.582309124866194E+00 ,    -0.938203112467364E+00 ,    -0.597541842280675E+01 ,    -0.118822602846992E+00 ,     0.231420117014452E+00 , 
   3.01000 ,    -0.491900668583009E+01 ,    -0.118623349227508E+01 ,    -0.140031032073928E+00 ,    -0.506223507943398E+01 ,     0.235276916195093E+00 ,     0.210685451460103E+00 , 
   3.02000 ,    -0.406383276964125E+01 ,    -0.147686122944483E+01 ,     0.690466115347254E+00 ,    -0.417641457612354E+01 ,     0.551511351973165E+00 ,     0.158790869831662E+00 , 
   3.03000 ,    -0.353881577549934E+01 ,    -0.130708561881248E+01 ,     0.134420379373009E+01 ,    -0.361738708052386E+01 ,     0.763918899981227E+00 ,     0.100069322454867E-01 , 
   3.04000 ,    -0.356089837506195E+01 ,    -0.649977411686700E+00 ,     0.165709117894078E+01 ,    -0.361716620803840E+01 ,     0.823514754571100E+00 ,    -0.293647539969939E+00 , 
   3.05000 ,    -0.420429678214948E+01 ,     0.379768206533262E+00 ,     0.155033508937267E+01 ,    -0.426309177673670E+01 ,     0.709626660096870E+00 ,    -0.774506745868503E+00 , 
   3.06000 ,    -0.535858896308460E+01 ,     0.153831042141868E+01 ,     0.104973345765640E+01 ,    -0.545135149669039E+01 ,     0.436654358439274E+00 ,    -0.139854144508903E+01 , 
   3.07000 ,    -0.673091592096404E+01 ,     0.249727345877555E+01 ,     0.279415737465571E+00 ,    -0.688598813066015E+01 ,     0.541249183632555E-01 ,    -0.206900984030939E+01 , 
   3.08000 ,    -0.789567167722654E+01 ,     0.291113309007516E+01 ,    -0.568367883285710E+00 ,    -0.812780166281639E+01 ,    -0.360917315617134E+00 ,    -0.263820055990874E+01 , 
   3.09000 ,    -0.838362897255131E+01 ,     0.249271651929208E+01 ,    -0.128008865199189E+01 ,    -0.868556368522590E+01 ,    -0.718510316081311E+00 ,    -0.293629144035206E+01 , 
   3.10000 ,    -0.779228815756813E+01 ,     0.108028036969190E+01 ,    -0.167314330560027E+01 ,    -0.813107292181731E+01 ,    -0.934921123535574E+00 ,    -0.281157864942298E+01 , 
   3.11000 ,    -0.589282659888353E+01 ,    -0.131847502830947E+01 ,    -0.164088454477072E+01 ,    -0.621245611921061E+01 ,    -0.952443933614342E+00 ,    -0.217273358791021E+01 , 
   3.12000 ,    -0.270806643433871E+01 ,    -0.451499127697885E+01 ,    -0.117964166909447E+01 ,    -0.293864414920709E+01 ,    -0.755247544740631E+00 ,    -0.102231601977952E+01 , 
   3.13000 ,     0.145913466838705E+01 ,    -0.816352541228846E+01 ,    -0.391148102346701E+00 ,     0.138723054372367E+01 ,    -0.377013347585929E+00 ,     0.527996828308520E+00 , 
   3.14000 ,     0.605760160678073E+01 ,    -0.118150596274557E+02 ,     0.540403350640817E+00 ,     0.619746647844649E+01 ,     0.102435963172075E+00 ,     0.226626805906299E+01 , 
   3.15000 ,     0.103771437693257E+02 ,    -0.149905929014570E+02 ,     0.139145882087673E+01 ,     0.107507361123673E+02 ,     0.571961934855583E+00 ,     0.391359257269835E+01 , 
   3.16000 ,     0.136797254905398E+02 ,    -0.172595235060039E+02 ,     0.195234150662526E+01 ,     0.142685711386696E+02 ,     0.913069399525752E+00 ,     0.517624540063923E+01 , 
   3.17000 ,     0.153464730807840E+02 ,    -0.183085332419968E+02 ,     0.207813777386609E+01 ,     0.160904013405370E+02 ,     0.102815523744186E+01 ,     0.580614505854222E+01 , 
   3.18000 ,     0.150095142168002E+02 ,    -0.179890565680629E+02 ,     0.172515617397389E+01 ,     0.158144566634353E+02 ,     0.866592599186114E+00 ,     0.565634348679731E+01 , 
   3.19000 ,     0.126393701756219E+02 ,    -0.163362490201622E+02 ,     0.964108228417506E+00 ,     0.133932008866094E+02 ,     0.442011004519227E+00 ,     0.471850752738887E+01 , 
   3.20000 ,     0.856693245871758E+01 ,    -0.135581469905328E+02 ,    -0.335394617818392E-01 ,     0.916038277551077E+01 ,    -0.164421877785336E+00 ,     0.313270625410929E+01 , 
   3.21000 ,     0.343235601812246E+01 ,    -0.999913868280778E+01 ,    -0.103341882613430E+01 ,     0.378066941044043E+01 ,    -0.817021140127023E+00 ,     0.116562501266348E+01 , 
   3.22000 ,    -0.193127877495928E+01 ,    -0.608587166893704E+01 ,    -0.179205398221466E+01 ,    -0.187071878743328E+01 ,    -0.135344785649233E+01 ,    -0.839658285881435E+00 , 
   3.23000 ,    -0.665730190575619E+01 ,    -0.226568136917002E+01 ,    -0.211450245684026E+01 ,    -0.687548482172176E+01 ,    -0.162215962650263E+01 ,    -0.253256178482663E+01 , 
   3.24000 ,    -0.100155221472124E+02 ,     0.105254909145964E+01 ,    -0.190261912653482E+01 ,    -0.104529402065254E+02 ,    -0.152130227831525E+01 ,    -0.362808070866536E+01 , 
   3.25000 ,    -0.115574256191896E+02 ,     0.354709347902583E+01 ,    -0.118255655768967E+01 ,    -0.121160095777169E+02 ,    -0.102970479702675E+01 ,    -0.396799429281914E+01 , 
   3.26000 ,    -0.112051915452279E+02 ,     0.501656689744522E+01 ,    -0.104539311013589E+00 ,    -0.117688115840531E+02 ,    -0.221596418511646E+00 ,    -0.355613404245876E+01 , 
   3.27000 ,    -0.926440746729637E+01 ,     0.539562805603614E+01 ,     0.108600102772618E+01 ,    -0.972368113178092E+01 ,     0.740266615264331E+00 ,    -0.255892360237742E+01 , 
   3.28000 ,    -0.635621050995549E+01 ,     0.475388231493357E+01 ,     0.210048977786710E+01 ,    -0.663223672826314E+01 ,     0.163374963995158E+01 ,    -0.126986203430986E+01 , 
   3.29000 ,    -0.328174550513213E+01 ,     0.328043983560807E+01 ,     0.267176457193034E+01 ,    -0.334344517995473E+01 ,     0.222423542554528E+01 ,    -0.446490622113817E-01 , 
   3.30000 ,    -0.846621631769340E+00 ,     0.125742226153526E+01 ,     0.261739067282492E+01 ,    -0.717636162471053E+00 ,     0.232013011707526E+01 ,     0.779556362475355E+00 , 
   3.31000 ,     0.317788092744442E+00 ,    -0.974156649201319E+00 ,     0.188789633867187E+01 ,     0.564461785820848E+00 ,     0.182497190546304E+01 ,     0.963264326752110E+00 , 
